Title,Artist,Air Time
My Love,Paul McCartney & Wings,2017-12-06 20:29:00
My Love (Burning Love),Robin Trower,2017-12-06 20:34:00
My My Hey Hey (Out Of The Blue),Neil Young,2017-12-06 20:38:00
My Old Man,Ian Dury & The Blockheads,2017-12-06 20:41:00
My Old Man,Joni Mitchell,2017-12-06 20:45:00
My Old School,Steely Dan,2017-12-06 20:48:00
My Pearl,Automatic Man,2017-12-06 20:55:00
My Radio Sure Sounds Good To Me,Larry Graham & Graham Central Station,2017-12-06 21:01:00
My Rival,Alex Chilton,2017-12-06 21:05:00
My Sharona,The Knack,2017-12-06 21:10:00
My Sweet Lord,George Harrison,2017-12-06 21:15:00
My Thang,James Brown,2017-12-06 21:19:00
My Way,Sid Vicious,2017-12-06 21:24:00
My Wife,The Who,2017-12-06 21:27:00
Mysterious Traveller,Weather Report,2017-12-06 21:32:00
Mystery Dance,Elvis Costello,2017-12-06 21:39:00
N. I. B.,Black Sabbath,2017-12-06 21:40:00
Na Na Hey Hey Kiss Him Goodbye,The Pioneers,2017-12-06 21:47:00
Nantucket Sleighride (To Owen Coffin),Mountain,2017-12-06 21:50:00
Natural High,Bloodstone,2017-12-06 21:57:00
Natural Mystic,Bob Marley & The Wailers,2017-12-06 22:01:00
Natural's Not In It,Gang Of Four,2017-12-06 22:04:00
Nature's Way,Spirit,2017-12-06 22:07:00
Nautilus,Bob James,2017-12-06 22:12:00
Neat Neat Neat,The Damned,2017-12-06 22:17:00
Needles In The Camel's Eye,Brian Eno,2017-12-06 22:20:00
Neither One Of Us (Wants To Be The First To Say Goodbye),Gladys Knight & the Pips,2017-12-06 22:24:00
Neon Heart,The Boomtown Rats,2017-12-06 22:28:00
Neon Lights,Kraftwerk,2017-12-06 22:32:00
Nervous Breakdown,Black Flag,2017-12-06 22:41:00
Never Been Any Reason,Head East,2017-12-06 22:43:00
Never Can Say Goodbye,Isaac Hayes,2017-12-06 22:48:00
Never Can Say Goodbye,Jackson 5,2017-12-06 22:52:00
Never Ending Song Of Love,Delaney & Bonnie & Friends,2017-12-06 22:56:00
Never Going Back Again,Fleetwood Mac,2017-12-06 22:59:00
Never In My Life,Mountain,2017-12-06 23:01:00
Never Let Go,Camel,2017-12-06 23:05:00
"Never, Never Gonna Give Ya Up",Barry White,2017-12-06 23:13:00
Never Turn Your Back on Mother Earth,Sparks,2017-12-06 23:20:00
New Coat of Paint,Tom Waits,2017-12-06 23:22:00
New Country,Jean-Luc Ponty,2017-12-06 23:25:00
New Delhi Freight Train,Little Feat,2017-12-06 23:30:00
New England,Jonathan Richman And The Modern Lovers,2017-12-06 23:33:00
New Feeling,Talking Heads,2017-12-06 23:36:00
New Kid In Town,The Eagles,2017-12-06 23:40:00
New Mama,Neil Young,2017-12-06 23:45:00
New Pleasure,Richard Hell & The Voidoids,2017-12-06 23:47:00
New Rose,The Damned,2017-12-06 23:49:00
New Speedway Boogie,Grateful Dead,2017-12-06 23:53:00
New Values,Iggy Pop,2017-12-06 23:57:00
New York City,John Lennon,2017-12-07 00:00:00
New York City Serenade,Bruce Springsteen,2017-12-07 00:05:00
New York State Of Mind,Billy Joel,2017-12-07 00:15:00
"New York, New York",Back Street Crawler,2017-12-07 00:21:00
Next Time You See Her,Eric Clapton,2017-12-07 00:26:00
Next To You,The Police,2017-12-07 00:30:00
Ngiculela - Es Una Historia - I Am Singing,Stevie Wonder,2017-12-07 00:33:00
"Nice, Nice, Very Nice",Ambrosia,2017-12-07 00:39:00
Night,Bruce Springsteen,2017-12-07 00:44:00
Night And Day,Ringo Starr,2017-12-07 00:47:00
Night Fever,Bee Gees,2017-12-07 00:51:00
Night Flight,Led Zeppelin,2017-12-07 00:55:00
Night Game,Paul Simon,2017-12-07 00:59:00
Night Moves,Bob Seger & The Silver Bullet Band,2017-12-07 01:02:00
Night People,Allen Toussaint,2017-12-07 01:08:00
Night People,Robert Palmer,2017-12-07 01:12:00
Nightclubbing,Iggy Pop,2017-12-07 01:16:00
Nightrider,Electric Light Orchestra,2017-12-07 01:20:00
Nights In White Satin,The Dickies,2017-12-07 01:24:00
Nights On Broadway,Bee Gees,2017-12-07 01:28:00
Nighttime In The Switching Yard,Warren Zevon,2017-12-07 01:33:00
Nine Feet Underground,Caravan,2017-12-07 01:37:00
Nineteen Hundred And Eighty Five,Paul McCartney & Wings,2017-12-07 02:01:00
Nite Club,The Specials,2017-12-07 02:06:00
No Action,Elvis Costello & The Attractions,2017-12-07 02:09:00
No Matter What,Badfinger,2017-12-07 02:15:00
No More Heroes,The Stranglers,2017-12-07 02:18:00
No More Mr. Nice Guy,Alice Cooper,2017-12-07 02:21:00
No More Tears (Enough Is Enough),Barbra Streisand/Donna Summer,2017-12-07 02:25:00
No One To Depend On,Santana,2017-12-07 02:30:00
No Quarter,Led Zeppelin,2017-12-07 02:36:00
No Second Thoughts,Tom Petty & The Heartbreakers,2017-12-07 02:43:00
No Shoe Strings On Louise,Elton John,2017-12-07 02:45:00
No Sugar Tonight,The Guess Who,2017-12-07 02:49:00
No Sympathy,Peter Tosh,2017-12-07 02:55:00
No Thing On Me (Cocaine Song),Curtis Mayfield,2017-12-07 03:00:00
No Time,The Guess Who,2017-12-07 03:05:00
No Woman No Cry,Bob Marley & The Wailers,2017-12-07 03:08:00
No Words,Paul McCartney & Wings,2017-12-07 03:12:00
No-No Song,Ringo Starr,2017-12-07 03:14:00
Nobody But You,Loggins & Messina,2017-12-07 03:16:00
Nobody Does It Better,Carly Simon,2017-12-07 03:19:00
Nobody Hurts You,Graham Parker,2017-12-07 03:23:00
Nobody Loves You (When You're Down And Out),John Lennon,2017-12-07 03:27:00
Nobody's Business,Lou Reed,2017-12-07 03:31:00
Nobody's Fault But Mine,Led Zeppelin,2017-12-07 03:35:00
Nobody's Scared,Subway Sect,2017-12-07 03:41:00
Non-Alignment Pact,Pere Ubu,2017-12-07 03:43:00
Northern Sky,Nick Drake,2017-12-07 03:46:00
Nostradamus,Al Stewart,2017-12-07 03:50:00
Not Fade Away (live),Grateful Dead,2017-12-07 04:00:00
Not Great Men,Gang Of Four,2017-12-07 04:05:00
Not That Funny,Fleetwood Mac,2017-12-07 04:09:00
Nothin' But A Heartache,The Doobie Brothers,2017-12-07 04:12:00
Nothing But Time,Jackson Browne,2017-12-07 04:15:00
Nothing From Nothing,Billy Preston,2017-12-07 04:21:00
Now That We Found Love,The O'Jays,2017-12-07 04:24:00
Now That We've Found Love,Third World,2017-12-07 04:28:00
Nutbush City Limits,Ike & Tina Turner,2017-12-07 04:33:00
O Dana,Big Star,2017-12-07 04:35:00
O My Soul,Big Star,2017-12-07 04:38:00
O-h-i-o,Ohio Players,2017-12-07 04:43:00
O-O-H Child,The Five Stairsteps,2017-12-07 04:49:00
Octopus,Syd Barrett,2017-12-07 04:53:00
Off Night Backstreet,Joni Mitchell,2017-12-07 04:56:00
Off The Wall,Michael Jackson,2017-12-07 05:00:00
Oh Atlanta,Little Feat,2017-12-07 05:04:00
Oh Bondage Up Yours!,X-Ray Spex,2017-12-07 05:07:00
Oh Daddy,Fleetwood Mac,2017-12-07 05:10:00
Oh Girl,The Chi-Lites,2017-12-07 05:16:00
Oh Me Oh My (I'm A Fool For You Baby),Aretha Franklin,2017-12-07 05:19:00
Oh My Love,John Lennon,2017-12-07 05:22:00
Oh My My,Ringo Starr,2017-12-07 05:25:00
Oh No,The Mothers Of Invention,2017-12-07 05:29:00
Oh Sweet Nuthin',The Velvet Underground,2017-12-07 05:32:00
Oh Yeah,Can,2017-12-07 05:40:00
Oh Yoko!,John Lennon,2017-12-07 05:48:00
"Oh, Babe, What Would You Say?",Hurricane Smith,2017-12-07 05:53:00
"Oh, Lonesome Me",Neil Young,2017-12-07 05:56:00
"Oh, Sister",Bob Dylan,2017-12-07 06:01:00
Oh! No Not My Baby,Rod Stewart,2017-12-07 06:05:00
Oh! You Pretty Things,David Bowie,2017-12-07 06:11:00
Ohio,Crosby Stills Nash & Young,2017-12-07 06:14:00
Ohio / Machine Gun,The Isley Brothers,2017-12-07 06:20:00
Ol '55,Tom Waits,2017-12-07 06:30:00
Ol' 55,The Eagles,2017-12-07 06:34:00
Old Admirals,Al Stewart,2017-12-07 06:40:00
Old Days,Chicago,2017-12-07 06:46:00
Old Dirt Road,John Lennon,2017-12-07 06:52:00
Old Folks Boogie,Little Feat,2017-12-07 06:56:00
Old Judge Jones,Les Dudek,2017-12-07 07:00:00
Old Man,Neil Young,2017-12-07 07:05:00
Old Time Lovin,Al Green,2017-12-07 07:11:00
Old Time Rock & Roll,Bob Seger & The Silver Bullet Band,2017-12-07 07:15:00
Old World,The Modern Lovers,2017-12-07 07:18:00
Oliver's Army,Elvis Costello & The Attractions,2017-12-07 07:25:00
On A Night Like This,Bob Dylan,2017-12-07 07:27:00
On and On,Pezband,2017-12-07 07:30:00
On Broadway,George Benson,2017-12-07 07:33:00
On My Radio,The Selecter,2017-12-07 07:40:00
On Saturday Afternoons In 1963,Rickie Lee Jones,2017-12-07 07:43:00
On The Air,Peter Gabriel,2017-12-07 07:45:00
On The Beach,Neil Young,2017-12-07 07:54:00
On The Border,The Eagles,2017-12-07 08:01:00
On The Hunt,Lynyrd Skynyrd,2017-12-07 08:06:00
On The Radio,Cheap Trick,2017-12-07 08:13:00
On The Road To Findout,Cat Stevens,2017-12-07 08:18:00
On The Surface,Pere Ubu,2017-12-07 08:26:00
On Top Of The World,Cheap Trick,2017-12-07 08:29:00
On Your Radio,Joe Jackson,2017-12-07 08:33:00
On Your Way Down,Little Feat,2017-12-07 08:37:00
Once Bitten Twice Shy,Ian Hunter,2017-12-07 08:44:00
Once Or Twice,Chicago,2017-12-07 08:49:00
Once Upon A Time In The West,Dire Straits,2017-12-07 08:55:00
Once You Get Started,Rufus,2017-12-07 09:01:00
One After 909,The Beatles,2017-12-07 09:05:00
One Bad Apple,The Osmonds,2017-12-07 09:08:00
"One Bourbon, One Scotch, One Beer",George Thorogood & The Destroyers,2017-12-07 09:13:00
One Chord Wonders,The Adverts,2017-12-07 09:22:00
One Day (At A Time),John Lennon,2017-12-07 09:25:00
One Fine Morning,Lighthouse,2017-12-07 09:28:00
One Last Night,The Atlantics,2017-12-07 09:33:00
One Love / People Get Ready,Bob Marley & The Wailers,2017-12-07 09:37:00
One Love Stand,Little Feat,2017-12-07 09:40:00
One Man Band,Three Dog Night,2017-12-07 09:44:00
One Man's Ceiling Is Another Man's Floor,Paul Simon,2017-12-07 09:47:00
One Misty Moisty Morning,Steeleye Span,2017-12-07 09:53:00
One More Chance To Run,British Lions,2017-12-07 09:56:00
One More Cup Of Coffee,Bob Dylan,2017-12-07 10:00:00
One More Night,Can,2017-12-07 10:04:00
One More Saturday Night,Bob Weir,2017-12-07 10:09:00
One More Time,Joe Jackson,2017-12-07 10:14:00
One More Time,Lynyrd Skynyrd,2017-12-07 10:17:00
One Nation Under A Groove,Funkadelic,2017-12-07 10:23:00
One Of A Kind (love Affair),The Spinners,2017-12-07 10:30:00
One Of The Boys,Mott The Hoople,2017-12-07 10:34:00
One Of These Days,Pink Floyd,2017-12-07 10:42:00
One Of These Nights,The Eagles,2017-12-07 10:47:00
One Of These Things First,Nick Drake,2017-12-07 10:52:00
One Step Beyond,Madness,2017-12-07 10:58:00
One Summer Dream,Electric Light Orchestra,2017-12-07 11:01:00
One Tin Soldier,Coven,2017-12-07 11:06:00
One Toke Over The Line,Brewer & Shipley,2017-12-07 11:11:00
One Way Love,The Damned,2017-12-07 11:14:00
One Way Or Another,Blondie,2017-12-07 11:18:00
One Way Out,The Allman Brothers,2017-12-07 11:22:00
One Way Ticket Home,Phil Ochs,2017-12-07 11:27:00
Only a Fool Would Say That,Steely Dan,2017-12-07 11:30:00
Only After Dark,Mick Ronson,2017-12-07 11:32:00
Only Love Can Break Your Heart,Neil Young,2017-12-07 11:38:00
Only The Good Die Young,Billy Joel,2017-12-07 11:42:00
Only You Know And I Know,Dave Mason,2017-12-07 11:45:00
Only You Know And I Know,Delaney & Bonnie & Friends,2017-12-07 11:50:00
Onomatopeia,Todd Rundgren,2017-12-07 11:54:00
Oo You,Paul McCartney,2017-12-07 11:56:00
Ooh Baby (Make Me Feel So Young),Terry Reid,2017-12-07 11:59:00
Ooh La La,Faces,2017-12-07 12:03:00
Ooh Las Vegas,Gram Parsons,2017-12-07 12:07:00
Ooohhh Baby,Lou Reed,2017-12-07 12:11:00
Open Invitation,Santana,2017-12-07 12:17:00
Open Up,Edgar Winter's White Trash,2017-12-07 12:21:00
Operator,Grateful Dead,2017-12-07 12:27:00
Operator,Jim Croce,2017-12-07 12:30:00
Ophelia,The Band,2017-12-07 12:34:00
Other Days,Paul Ray & The Cobras (feat. Stevie Ray Vaughan),2017-12-07 12:37:00
Our Generation,Ernie Hines,2017-12-07 12:43:00
Our House,"Crosby, Stills, Nash, & Young",2017-12-07 12:46:00
Our Love,Natalie Cole,2017-12-07 12:49:00
Out In The Woods,Leon Russell,2017-12-07 12:55:00
Out Of The Blue,Elton John,2017-12-07 12:59:00
Out Of The Blue,Roxy Music,2017-12-07 13:05:00
Out On The Tiles,Led Zeppelin,2017-12-07 13:11:00
Out On The Weekend,Neil Young,2017-12-07 13:15:00
Out The Blue,John Lennon,2017-12-07 13:20:00
Out To Get Me,Dickey Betts & Great Southern,2017-12-07 13:24:00
Outdoor Miner,Wire,2017-12-07 13:29:00
Outta Space,Billy Preston,2017-12-07 13:31:00
Over And Over,Fleetwood Mac,2017-12-07 13:35:00
Over And Over,Joe Walsh,2017-12-07 13:40:00
Over My Head,Fleetwood Mac,2017-12-07 13:45:00
Over The Hills And Far Away,Led Zeppelin,2017-12-07 13:50:00
Overkill,Motorhead,2017-12-07 13:54:00
Overnight Sensation (Hit Record),The Raspberries,2017-12-07 14:00:00
Oye Como Va,Santana,2017-12-07 14:06:00
P. Funk Wants To Get Funked Up,Funkadelic,2017-12-07 14:12:00
P.F. Sloan,Jimmy Webb,2017-12-07 14:16:00
Pacific Ocean Blues,Dennis Wilson,2017-12-07 14:20:00
Palm Grease,Herbie Hancock,2017-12-07 14:25:00
Panama Red,New Riders Of The Purple Sage,2017-12-07 14:37:00
Pancho & Lefty,Emmylou Harris,2017-12-07 14:39:00
Pancho and Lefty,Townes Van Zandt,2017-12-07 14:44:00
Panic In Detroit,David Bowie,2017-12-07 14:48:00
Pantagruel's Nativity,Gentle Giant,2017-12-07 14:53:00
Papa Don't Make No Mess,James Brown,2017-12-07 15:01:00
Papa Was A Rolling Stone,The Temptations,2017-12-07 15:15:00
Paradise,John Prine,2017-12-07 15:22:00
Paradise By The Dashboard Light,Meatloaf,2017-12-07 15:25:00
Paranoid,Black Sabbath,2017-12-07 15:36:00
Paranoid,The Dickies,2017-12-07 15:39:00
Paris 1919,John Cale,2017-12-07 15:41:00
Part Of The Plan,Dan Fogelberg,2017-12-07 15:45:00
Party Down Pt 1,Little Beaver,2017-12-07 15:48:00
Party Time,The Heptones,2017-12-07 15:51:00
Passing Lane,The Charlie Daniels Band,2017-12-07 15:56:00
Passion Is No Ordinary Word,Graham Parker,2017-12-07 16:00:00
Pastime Paradise,Stevie Wonder,2017-12-07 16:05:00
Patch It Up,Elvis Presley,2017-12-07 16:11:00
Pay It Back,Elvis Costello,2017-12-07 16:14:00
Pay To The Piper,Chairmen Of The Board,2017-12-07 16:16:00
Payday,Jesse Winchester,2017-12-07 16:20:00
Peace Frog,The Doors,2017-12-07 16:22:00
Peace of Mind,Neil Young,2017-12-07 16:25:00
Peace Train,Cat Stevens,2017-12-07 16:31:00
"Peaceful, Easy Feeling",The Eagles,2017-12-07 16:35:00
Peaches,The Stranglers,2017-12-07 16:40:00
Pearl Of The Quarter,Steely Dan,2017-12-07 16:45:00
Peg,Steely Dan,2017-12-07 16:49:00
People Gotta Move,Gino Vannelli,2017-12-07 16:54:00
People Of The South Wind,Kansas,2017-12-07 16:58:00
People Say,The Meters,2017-12-07 17:02:00
People's Parties,Joni Mitchell,2017-12-07 17:09:00
Perfect Day,Lou Reed,2017-12-07 17:11:00
Perpetual Change,Yes,2017-12-07 17:16:00
Persephone,Wishbone Ash,2017-12-07 17:26:00
Person To Person,Average White Band,2017-12-07 17:33:00
Personality Crisis,New York Dolls,2017-12-07 17:36:00
Phase Dance,Pat Metheny Group,2017-12-07 17:40:00
Philadelphia Freedom,Elton John,2017-12-07 17:51:00
Phillies Fever '76,Philadelphia Phillies 1976,2017-12-07 17:57:00
Photograph,Ringo Starr,2017-12-07 18:00:00
Picasso's Last Words (Drink To Me),Paul McCartney & Wings,2017-12-07 18:04:00
Pick Me Up (Big Chicken),John Entwistle,2017-12-07 18:12:00
Pick Myself Up,Peter Tosh,2017-12-07 18:16:00
Pick Up The Pieces,Average White Band,2017-12-07 18:20:00
Picture This,Blondie,2017-12-07 18:24:00
Pictures On My Wall,Echo & The Bunnymen,2017-12-07 18:26:00
Pigs (Three Different Ones),Pink Floyd,2017-12-07 18:30:00
"Pigs On The Wing, Part 1",Pink Floyd,2017-12-07 18:42:00
"Pigs On The Wing, Part 2",Pink Floyd,2017-12-07 18:44:00
Pills,New York Dolls,2017-12-07 18:45:00
Pinball Wizard,Elton John,2017-12-07 18:48:00
Pinhead,The Ramones,2017-12-07 18:54:00
Pink Moon,Nick Drake,2017-12-07 18:57:00
Planet Caravan,Black Sabbath,2017-12-07 19:00:00
Planet Claire,B-52's,2017-12-07 19:05:00
Play That Funky Music,Wild Cherry,2017-12-07 19:10:00
Play With Me,Jeff Beck,2017-12-07 19:14:00
Playground In My Mind,Clint Holmes,2017-12-07 19:18:00
Playing In The Band,Grateful Dead,2017-12-07 19:22:00
Please Be With Me,Eric Clapton,2017-12-07 19:26:00
Please Come To Boston,Dave Loggins,2017-12-07 19:30:00
Please Don't Bury Me,John Prine,2017-12-07 19:34:00
Please Don't Go,KC & The Sunshine Band,2017-12-07 19:37:00
Please Mr. Postman,The Carpenters,2017-12-07 19:40:00
Pleasure,Argent,2017-12-07 19:43:00
Plutonium Is Forever,John Hall,2017-12-07 19:48:00
Po-jama People,Frank Zappa,2017-12-07 19:52:00
Pocohantas,Neil Young,2017-12-07 20:00:00
Poe,The Shirts,2017-12-07 20:03:00
Poet,Sly & The Family Stone,2017-12-07 20:09:00
Poetry Man,Phoebe Snow,2017-12-07 20:12:00
Point Of Know Return,Kansas,2017-12-07 20:16:00
Police And Thieves,Junior Murvin,2017-12-07 20:19:00
Police & Thieves,The Clash,2017-12-07 20:23:00
Police Car,Larry Wallis,2017-12-07 20:31:00
Political Science,Randy Newman,2017-12-07 20:34:00
Ponta De Areia,Wayne Shorter,2017-12-07 20:36:00
Ponta De Lanca Africano (umbabarauma),Jorge Ben,2017-12-07 20:43:00
Poor Boy,Nick Drake,2017-12-07 20:47:00
Poor Mohammed,Procol Harum,2017-12-07 20:54:00
Poor Poor Pitiful Me,Linda Ronstadt,2017-12-07 20:57:00
Poor Poor Pitiful Me,Warren Zevon,2017-12-07 21:00:00
Pop Muzik,M,2017-12-07 21:03:00
Pop That Thang,The Isley Brothers,2017-12-07 21:07:00
Popsicle Toes,Michael Franks,2017-12-07 21:11:00
Poptones,Public Image Ltd.,2017-12-07 21:15:00
Positive Vibration,Bob Marley & The Wailers,2017-12-07 21:22:00
Pourin' It All Out,Graham Parker,2017-12-07 21:25:00
Powderfinger,Neil Young,2017-12-07 21:28:00
Power,The Doobie Brothers,2017-12-07 21:36:00
Power Failure,Procol Harum,2017-12-07 21:41:00
Power To The People,John Lennon,2017-12-07 21:45:00
Power To The People (demo version),Curtis Mayfield,2017-12-07 21:48:00
Praying Hands,Devo,2017-12-07 21:52:00
Precious Angel,Bob Dylan,2017-12-07 21:55:00
Prelude/Angry Young Man,Billy Joel,2017-12-07 22:01:00
President Kennedy,Ry Cooder,2017-12-07 22:07:00
Pressure,The Kinks,2017-12-07 22:13:00
Pressure Drop,Robert Palmer,2017-12-07 22:15:00
Pressure Drop,Toots & The Maytals,2017-12-07 22:20:00
Prettiest Star,David Bowie,2017-12-07 22:24:00
Pretty As You Feel,Jefferson Airplane,2017-12-07 22:27:00
Pretty Baby,Blondie,2017-12-07 22:33:00
Pretty Good,John Prine,2017-12-07 22:36:00
Pretty Good,John Prine,2017-12-07 22:37:00
Pretty Maids All In A Row,The Eagles,2017-12-07 22:40:00
Pretty Vacant,Sex Pistols,2017-12-07 22:44:00
Pretzel Logic,Steely Dan,2017-12-07 22:47:00
Prison Song,Graham Nash,2017-12-07 22:53:00
Prisoner In Disguise,Linda Ronstadt,2017-12-07 22:56:00
Prisoner In Disguise,The Souther-Hillman-Furay Band,2017-12-07 23:00:00
Problem Child,The Damned,2017-12-07 23:05:00
Problems,Sex Pistols,2017-12-07 23:07:00
Proper Stranger,The Guess Who,2017-12-07 23:14:00
Proud Mary,Ike & Tina Turner,2017-12-07 23:18:00
Prove It,Television,2017-12-07 23:24:00
Prove It All Night,Bruce Springsteen,2017-12-07 23:29:00
Psychedelic Shack,The Temptations,2017-12-07 23:34:00
Psycho Killer,Talking Heads,2017-12-07 23:40:00
Public Animal #9,Alice Cooper,2017-12-07 23:44:00
Public Image,Public Image Ltd.,2017-12-07 23:48:00
Pulled Up,Talking Heads,2017-12-07 23:52:00
Pump It Up,Elvis Costello,2017-12-07 23:57:00
Pumping (My Heart),Patti Smith,2017-12-08 00:00:00
Punk Jazz,Weather Report,2017-12-08 00:04:00
Punky Reggae Party,Bob Marley & The Wailers,2017-12-08 00:09:00
Puppets,Curved Air,2017-12-08 00:16:00
Pure And Easy,Pete Townshend,2017-12-08 00:21:00
Push Push,Herbie Mann,2017-12-08 00:28:00
Pusherman,Curtis Mayfield,2017-12-08 00:37:00
Put Away,The Fall,2017-12-08 00:41:00
Put It Where You Want It,The Crusaders,2017-12-08 00:46:00
Quadrant 4,Billy Cobham,2017-12-08 00:52:00
Quark Strangeness And Charm,Hawkwind,2017-12-08 00:56:00
Queen Bitch,David Bowie,2017-12-08 01:00:00
Queen Of Hearts,Dave Edmunds,2017-12-08 01:03:00
Queen Of Hearts,Gregg Allman,2017-12-08 01:06:00
Queens Of Noise,The Runaways,2017-12-08 01:12:00
Question,The Moody Blues,2017-12-08 01:17:00
Questions,Bang,2017-12-08 01:22:00
Racing In The Streets,Bruce Springsteen,2017-12-08 01:26:00
Radar Love,Golden Earring,2017-12-08 01:35:00
Radio Heart,Willie Alexander And The Boom Boom Band,2017-12-08 01:41:00
Radio In Motion,XTC,2017-12-08 01:44:00
Radio In Motion,XTC,2017-12-08 01:45:00
"Radio, Radio",Elvis Costello,2017-12-08 01:48:00
Rain In Spain,Sea Level,2017-12-08 01:52:00
Rainy Night House,Joni Mitchell,2017-12-08 01:58:00
Rainy Night In Georgia,Brook Benton,2017-12-08 02:02:00
Raised On Robbery,Joni Mitchell,2017-12-08 02:05:00
Ramble Tamble,Creedence Clearwater Revival,2017-12-08 02:11:00
Ramblin' Man,The Allman Brothers,2017-12-08 02:18:00
Ramblin' On My Mind,Lucinda Williams,2017-12-08 02:23:00
Ramones Medley,The Ramones,2017-12-08 02:26:00
Rapper's Delight,Sugarhill Gang,2017-12-08 02:38:00
Rat Trap,The Boomtown Rats,2017-12-08 02:45:00
Rats In The Cellar,Aerosmith,2017-12-08 02:50:00
Raw Power,Iggy & The Stooges,2017-12-08 02:55:00
Re-Make/Re-Model,Roxy Music,2017-12-08 03:00:00
Reach For It,George Duke,2017-12-08 03:05:00
Read It In Books,Echo & The Bunnymen,2017-12-08 03:08:00
Ready,Cat Stevens,2017-12-08 03:12:00
Ready For Love,Bad Company,2017-12-08 03:15:00
Ready Or Not,Jackson Browne,2017-12-08 03:20:00
"Ready, Steady, Go!",Generation X,2017-12-08 03:23:00
Real Good Time Together,Lou Reed,2017-12-08 03:27:00
Real Man,Todd Rundgren,2017-12-08 03:30:00
Real Turned On,Uriah Heep,2017-12-08 03:35:00
Reasons,Earth Wind & Fire,2017-12-08 03:38:00
Rebel Music,Bob Marley & The Wailers,2017-12-08 03:44:00
Rebel Rebel,David Bowie,2017-12-08 03:51:00
Rebel Rouser,Bob Welch,2017-12-08 03:55:00
Reconnez Cherie,Wreckless Eric,2017-12-08 04:00:00
Reconsider Baby,Freddie King,2017-12-08 04:03:00
Red,King Crimson,2017-12-08 04:08:00
Red Clay,Freddie Hubbard,2017-12-08 04:14:00
Red Hot,Robert Gordon with Link Wray,2017-12-08 04:28:00
Red Streamliner,Little Feat,2017-12-08 04:31:00
Rednecks,Randy Newman,2017-12-08 04:36:00
Redondo Beach,Patti Smith,2017-12-08 04:39:00
Reelin' & Rockin',Chuck Berry,2017-12-08 04:42:00
Reelin' In The Years,Steely Dan,2017-12-08 04:49:00
Reflections Of My Life,Marmalade,2017-12-08 04:54:00
Refrigerator Heaven,Alice Cooper,2017-12-08 04:58:00
Refuge Of The Roads,Joni Mitchell,2017-12-08 05:00:00
Refugee,Tom Petty & The Heartbreakers,2017-12-08 05:06:00
Reggae On Broadway,Johnny Nash,2017-12-08 05:11:00
Release Yourself,Graham Central Station,2017-12-08 05:15:00
"Release, Release",Yes,2017-12-08 05:20:00
Remember The Future (Part 1),NEKTAR,2017-12-08 05:27:00
Reminiscing,Little River Band,2017-12-08 05:44:00
Renegade,Styx,2017-12-08 05:48:00
Repetition,The Fall,2017-12-08 05:54:00
Respect Yourself,The Staple Singers,2017-12-08 06:01:00
Respectable,The Rolling Stones,2017-12-08 06:06:00
Restless,Tom Petty & The Heartbreakers,2017-12-08 06:11:00
Return Of The Grievous Angel,Gram Parsons,2017-12-08 06:14:00
Return The Gift,Gang Of Four,2017-12-08 06:22:00
Reunited,Peaches & Herb,2017-12-08 06:26:00
Reuters,Wire,2017-12-08 06:29:00
Rev On The Red Line,Foreigner,2017-12-08 06:32:00
Reverand Lee,Roberta Flack,2017-12-08 06:39:00
Revival,The Allman Brothers,2017-12-08 06:43:00
Revolution Blues,Neil Young,2017-12-08 06:47:00
Revolution Rock,The Clash,2017-12-08 06:55:00
Rhiannon,Fleetwood Mac,2017-12-08 07:01:00
Rhinestone Cowboy,Glen Campbell,2017-12-08 07:05:00
Rhumba Man,Jesse Winchester,2017-12-08 07:10:00
Rich Girl,Hall & Oates,2017-12-08 07:14:00
Ride A White Swan,T Rex,2017-12-08 07:16:00
Ride Captain Ride,Blues Image,2017-12-08 07:21:00
